env_index,env_date,env_time,env_slopesolar,env_levelsolar,env_modtemp,env_airtemp,env_tilt_degree,env_direction_degree,predict
0,2023-04-07,0:00:23,0,0,8.6,9.8,65.34,130.67,0
1,2023-04-07,0:02:23,0,0,8.6,9.7,76.57,153.14,0
2,2023-04-07,0:04:23,0,0,8.6,9.7,0.67,1.33,0
3,2023-04-07,0:06:23,0,0,8.7,9.9,85.01,170.01,0
4,2023-04-07,0:08:23,0,0,8.6,9.9,159.32,318.63,0
5,2023-04-07,0:10:23,0,0,8.6,9.7,34.41,68.83,0
6,2023-04-07,0:12:23,0,0,8.6,9.9,83.02,166.05,0
7,2023-04-07,0:14:23,0,0,8.6,9.7,42.58,85.17,0
8,2023-04-07,0:16:23,0,0,8.4,9.5,64.11,128.22,0
9,2023-04-07,0:18:23,0,0,8.6,9.5,108.8,217.6,0
10,2023-04-07,0:20:23,0,0,8.6,9.5,7.42,14.83,0
11,2023-04-07,0:22:23,0,0,8.4,9.5,113.73,227.46,0
12,2023-04-07,0:24:23,0,0,8.6,9.5,77.2,154.41,0
13,2023-04-07,0:26:23,0,0,8.4,9.5,97.48,194.95,0
14,2023-04-07,0:28:23,0,0,8.4,9.5,26.19,52.38,0
15,2023-04-07,0:30:23,0,0,8.4,9.5,45.55,91.09,0
16,2023-04-07,0:32:23,0,0,8.6,9.5,144.04,288.09,0
17,2023-04-07,0:34:23,0,0,8.4,9.5,112.92,225.84,0
18,2023-04-07,0:36:23,0,0,8.6,9.5,156.32,312.64,0
19,2023-04-07,0:38:23,0,0,8.4,9.5,116.97,233.94,0
20,2023-04-07,0:40:23,0,0,8.6,9.5,176.08,352.16,0
21,2023-04-07,0:42:23,0,0,8.4,9.5,126.26,252.52,0
22,2023-04-07,0:44:23,0,0,8.6,9.5,164.56,329.12,0
23,2023-04-07,0:46:23,0,0,8.4,9.5,169.01,338.03,0
24,2023-04-07,0:48:23,0,0,8.4,9.5,124.68,249.36,0
25,2023-04-07,0:50:24,0,0,8.6,9.5,84.5,169,0
26,2023-04-07,0:52:23,0,0,8.4,9.5,167.25,334.5,0
27,2023-04-07,0:54:24,0,0,8.4,9.5,88.03,176.07,0
28,2023-04-07,0:56:23,0,0,8.4,9.5,7.11,14.23,0
29,2023-04-07,0:58:24,0,0,8.4,9.5,12.45,24.89,0
30,2023-04-07,1:00:23,0,0,8.4,9.5,145.27,290.54,0
31,2023-04-07,1:02:24,0,0,8.6,9.5,98.58,197.16,0
32,2023-04-07,1:04:24,0,0,8.4,9.5,158.1,316.2,0
33,2023-04-07,1:06:24,0,0,8.4,9.5,77.29,154.58,0
34,2023-04-07,1:08:24,0,0,8.4,9.5,171.98,343.96,0
35,2023-04-07,1:10:24,0,0,8.4,9.5,91.88,183.76,0
36,2023-04-07,1:12:24,0,0,8.4,9.5,16.62,33.23,0
37,2023-04-07,1:14:24,0,0,8.4,9.7,39.56,79.12,0
38,2023-04-07,1:16:24,0,0,8.4,9.5,33.73,67.46,0
39,2023-04-07,1:18:24,0,0,8.4,9.5,69.09,138.19,0
40,2023-04-07,1:20:24,0,0,8.4,9.5,141.99,283.99,0
41,2023-04-07,1:22:24,0,0,8.4,9.5,91.9,183.81,0
42,2023-04-07,1:24:24,0,0,8.2,9.5,23.27,46.55,0
43,2023-04-07,1:26:24,0,0,8.4,9.5,23.45,46.9,0
44,2023-04-07,1:28:24,0,0,8.4,9.5,126.53,253.07,0
45,2023-04-07,1:30:24,0,0,8.2,9.5,100.73,201.46,0
46,2023-04-07,1:32:24,0,0,8.1,9.5,32.04,64.09,0
47,2023-04-07,1:34:24,0,0,8.1,9.5,94.94,189.88,0
48,2023-04-07,1:36:24,0,0,8.1,9.5,53.1,106.2,0
49,2023-04-07,1:38:24,0,0,8.1,9.5,122.66,245.32,0
50,2023-04-07,1:40:24,0,0,8.1,9.5,70.17,140.34,0
51,2023-04-07,1:42:24,0,0,8.1,9.5,168.48,336.96,0
52,2023-04-07,1:44:24,0,0,8.1,9.5,53.46,106.93,0
53,2023-04-07,1:46:24,0,0,8,9.5,79.94,159.87,0
54,2023-04-07,1:48:24,0,0,8,9.4,178.13,356.26,0
55,2023-04-07,1:50:24,0,0,8.1,9.3,177.8,355.61,0
56,2023-04-07,1:52:24,0,0,8.1,9.5,114.22,228.44,0
57,2023-04-07,1:54:24,0,0,8.1,9.3,103.67,207.35,0
58,2023-04-07,1:56:24,0,0,7.9,9.5,7.32,14.65,0
59,2023-04-07,1:58:24,0,0,8.1,9.5,84.42,168.85,0
60,2023-04-07,2:00:24,0,0,8,9.3,119.58,239.15,0
61,2023-04-07,2:02:24,0,0,7.9,9.3,74.57,149.14,0
62,2023-04-07,2:04:24,0,0,7.9,9.4,93.32,186.63,0
63,2023-04-07,2:06:24,0,0,7.7,9.3,52.98,105.96,0
64,2023-04-07,2:08:24,0,0,7.9,9.3,148.98,297.96,0
65,2023-04-07,2:10:24,0,0,7.7,9.3,74.66,149.32,0
66,2023-04-07,2:12:24,0,0,7.7,9.3,143.79,287.58,0
67,2023-04-07,2:14:24,0,0,7.7,9.3,151.36,302.71,0
68,2023-04-07,2:16:24,0,0,7.9,9.3,144.89,289.78,0
69,2023-04-07,2:18:24,0,0,7.7,9.2,12.26,24.51,0
70,2023-04-07,2:20:24,0,0,7.7,9.3,124.47,248.93,0
71,2023-04-07,2:22:24,0,0,7.7,9.3,56.52,113.05,0
72,2023-04-07,2:24:24,0,0,7.3,9.3,123.53,247.06,0
73,2023-04-07,2:26:24,0,0,7.3,8.8,43.18,86.36,0
74,2023-04-07,2:28:24,0,0,7.1,8.8,118.26,236.52,0
75,2023-04-07,2:30:24,0,0,7.1,8.8,82.01,164.03,0
76,2023-04-07,2:32:24,0,0,6.9,9.2,104.86,209.71,0
77,2023-04-07,2:34:24,0,0,6.9,8.8,54.54,109.07,0
78,2023-04-07,2:36:24,0,0,6.8,8.8,15.48,30.95,0
79,2023-04-07,2:38:24,0,0,6.6,8.8,123.54,247.08,0
80,2023-04-07,2:40:24,0,0,6.6,8.8,30.11,60.23,0
81,2023-04-07,2:42:24,0,0,6.2,8.8,41.31,82.63,0
82,2023-04-07,2:44:24,0,0,6.4,8.8,91.53,183.06,0
83,2023-04-07,2:46:24,0,0,6.4,8.8,70.59,141.18,0
84,2023-04-07,2:48:24,0,0,6.2,8.8,138.27,276.53,0
85,2023-04-07,2:50:24,0,0,6.4,8.8,102.23,204.47,0
86,2023-04-07,2:52:24,0,0,6.2,8.8,140.33,280.66,0
87,2023-04-07,2:54:24,0,0,5.8,8.8,48.88,97.76,0
88,2023-04-07,2:56:24,0,0,5.8,8.8,163.9,327.79,0
89,2023-04-07,2:58:24,0,0,5.8,8.6,171.08,342.17,0
90,2023-04-07,3:00:24,0,0,5.8,8.7,146.63,293.25,0
91,2023-04-07,3:02:24,0,0,5.8,8.4,116.66,233.32,0
92,2023-04-07,3:04:24,0,0,5.8,8.4,10.59,21.19,0
93,2023-04-07,3:06:24,0,0,5.5,8.4,168.68,337.36,0
94,2023-04-07,3:08:24,0,0,5.7,8.4,74.13,148.25,0
95,2023-04-07,3:10:24,0,0,5.5,8.2,27.86,55.73,0
96,2023-04-07,3:12:24,0,0,5.3,8.4,3.63,7.27,0
97,2023-04-07,3:14:24,0,0,5.7,8.4,82.2,164.4,0
98,2023-04-07,3:16:24,0,0,5.5,8.1,66.77,133.55,0
99,2023-04-07,3:18:24,0,0,5.1,8.1,9.37,18.74,0
100,2023-04-07,3:20:24,0,0,5.5,8.1,125.69,251.39,0
101,2023-04-07,3:22:24,0,0,5.5,8.4,84.66,169.32,0
102,2023-04-07,3:24:24,0,0,5.1,8.1,126.78,253.55,0
103,2023-04-07,3:26:24,0,0,5.1,7.9,99.25,198.5,0
104,2023-04-07,3:28:24,0,0,5.1,7.9,129.75,259.5,0
105,2023-04-07,3:30:24,0,0,5.1,7.9,40.11,80.21,0
106,2023-04-07,3:32:24,0,0,5.1,7.7,65.38,130.77,0
107,2023-04-07,3:34:24,0,0,5.1,7.9,65.88,131.75,0
108,2023-04-07,3:36:24,0,0,5.1,7.9,146.45,292.9,0
109,2023-04-07,3:38:24,0,0,5.1,7.9,135.5,271.01,0
110,2023-04-07,3:40:24,0,0,5.1,7.9,68.59,137.18,0
111,2023-04-07,3:42:24,0,0,5.1,8.1,141.4,282.79,0
112,2023-04-07,3:44:24,0,0,5.1,8.2,96.43,192.87,0
113,2023-04-07,3:46:24,0,0,5.4,8.2,17.34,34.68,0
114,2023-04-07,3:48:24,0,0,5.3,8.1,58.79,117.59,0
115,2023-04-07,3:50:24,0,0,5.5,8.3,119.09,238.17,0
116,2023-04-07,3:52:24,0,0,5.3,8.1,79.18,158.35,0
117,2023-04-07,3:54:24,0,0,5.5,8.4,49.16,98.31,0
118,2023-04-07,3:56:24,0,0,5.8,8.4,160.52,321.04,0
119,2023-04-07,3:58:24,0,0,5.8,8.6,114.73,229.45,0
120,2023-04-07,4:00:24,0,0,5.7,8.4,70.71,141.42,0
121,2023-04-07,4:02:24,0,0,5.8,8.4,40.79,81.59,0
122,2023-04-07,4:04:24,0,0,5.8,8.4,58.48,116.95,0
123,2023-04-07,4:06:24,0,0,5.8,8.3,14.13,28.26,0
124,2023-04-07,4:08:24,0,0,5.8,8.4,15.03,30.06,0
125,2023-04-07,4:10:24,0,0,5.8,8.4,17.64,35.28,0
126,2023-04-07,4:12:24,0,0,6.2,8.4,138.21,276.43,0
127,2023-04-07,4:14:24,0,0,6.2,8.4,44.18,88.37,0
128,2023-04-07,4:16:24,0,0,6.4,8.4,48.73,97.47,0
129,2023-04-07,4:18:24,0,0,6.2,8.4,22.21,44.42,0
130,2023-04-07,4:20:24,0,0,6.2,8.6,91.34,182.69,0
131,2023-04-07,4:22:24,0,0,6.2,8.6,153.63,307.25,0
132,2023-04-07,4:24:24,0,0,6.2,8.4,59.2,118.39,0
133,2023-04-07,4:26:24,0,0,6.2,8.6,42.99,85.98,0
134,2023-04-07,4:28:24,0,0,6.2,8.6,2.8,5.61,0
135,2023-04-07,4:30:24,0,0,5.8,8.6,71.38,142.77,0
136,2023-04-07,4:32:24,0,0,6.2,8.6,135.35,270.71,0
137,2023-04-07,4:34:24,0,0,6.2,8.6,127.34,254.68,0
138,2023-04-07,4:36:24,0,0,6.4,8.4,33.9,67.8,0
139,2023-04-07,4:38:24,0,0,6.4,8.8,158.86,317.73,0
140,2023-04-07,4:40:24,0,0,6.4,8.7,113.55,227.11,0
141,2023-04-07,4:42:24,0,0,6.4,8.6,43.21,86.43,0
142,2023-04-07,4:44:24,0,0,6.2,8.6,102.04,204.09,0
143,2023-04-07,4:46:24,0,0,6.4,8.8,110.14,220.28,0
144,2023-04-07,4:48:24,0,0,6.4,8.8,152.59,305.18,0
145,2023-04-07,4:50:24,0,0,6.4,8.8,116.24,232.49,0
146,2023-04-07,4:52:24,0,0,6.4,8.6,109.46,218.91,0
147,2023-04-07,4:54:24,0,0,6.4,8.6,60.93,121.86,0
148,2023-04-07,4:56:24,0,0,6.4,8.7,165.23,330.45,0
149,2023-04-07,4:58:24,0,0,6.4,8.8,29.29,58.57,0
150,2023-04-07,5:00:24,0,0,6.2,8.6,43.81,87.62,0
151,2023-04-07,5:02:24,0,0,6.2,8.6,140.22,280.44,0
152,2023-04-07,5:04:24,0,0,6.2,8.4,177.59,355.17,0
153,2023-04-07,5:06:24,0,0,5.8,8.4,160.65,321.31,0
154,2023-04-07,5:08:24,0,0,6.2,8.4,6.71,13.42,0
155,2023-04-07,5:10:24,0,0,6.2,8.4,71.16,142.31,0
156,2023-04-07,5:12:24,0,0,6.4,8.4,83.06,166.12,0
157,2023-04-07,5:14:24,0,0,6.2,8.6,35.25,70.5,0
158,2023-04-07,5:16:24,0,0,6.5,8.4,143.81,287.61,0
159,2023-04-07,5:18:24,0,0,6.2,8.7,41.15,82.29,0
160,2023-04-07,5:20:24,0,0,6.5,8.6,70.05,140.1,0
161,2023-04-07,5:22:24,0,0,6.6,8.6,29.27,58.54,0
162,2023-04-07,5:24:24,0,0,6.2,8.4,136.45,272.9,0
163,2023-04-07,5:26:24,0,0,6.4,8.4,120.42,240.84,0
164,2023-04-07,5:28:24,0,0,6.4,8.4,84.63,169.27,0
165,2023-04-07,5:30:24,0,0,6.2,8.4,120.59,241.17,0
166,2023-04-07,5:32:24,0,0,5.8,8.3,100.05,200.11,0
167,2023-04-07,5:34:24,0,0,5.8,8.4,135.52,271.03,0
168,2023-04-07,5:36:24,0,0,6.2,8.2,166.08,332.17,0
169,2023-04-07,5:38:24,0,0,6.2,8.4,30.1,60.2,0
170,2023-04-07,5:40:24,0,0,6.2,8.1,51.6,103.2,0
171,2023-04-07,5:42:24,0,0,6.2,8.2,152.92,305.83,0
172,2023-04-07,5:44:24,0,0,6.2,8.4,128.51,257.03,0
173,2023-04-07,5:46:24,0,0,5.8,8.1,53.22,106.44,0
174,2023-04-07,5:48:24,0,0,5.8,8.1,168.84,337.68,0
175,2023-04-07,5:50:24,0,0,5.8,8.1,144.94,289.87,0
176,2023-04-07,5:52:24,0,0,5.8,8.1,113.79,227.58,0
177,2023-04-07,5:54:25,0,0,5.8,8.2,171.07,342.15,0
178,2023-04-07,5:56:24,0,0,5.8,8.1,10.7,21.41,0
179,2023-04-07,5:58:24,0,0,5.8,8.1,127.47,254.94,0
180,2023-04-07,6:00:25,0,0,5.7,8.1,90.14,180.28,0
181,2023-04-07,6:02:25,0,0,5.5,8.1,40.36,80.72,0
182,2023-04-07,6:04:25,0,0,5.3,7.9,8.01,16.02,0
183,2023-04-07,6:06:25,1,1,5.3,7.9,60.42,120.85,0
184,2023-04-07,6:08:25,1,1,5.3,7.9,87.23,174.45,0
185,2023-04-07,6:10:25,2,2,5.3,7.9,115.52,231.05,0
186,2023-04-07,6:12:25,3,3,5.1,7.9,21.73,43.47,0
187,2023-04-07,6:14:25,4,4,5.1,7.7,149.85,299.7,0
188,2023-04-07,6:16:25,5,5,5.1,7.7,0.23,0.47,0
189,2023-04-07,6:18:25,5,5,5.1,7.7,111.4,222.8,0
190,2023-04-07,6:20:25,6,6,4.9,7.7,158.27,316.54,0
191,2023-04-07,6:22:25,8,8,4.7,7.7,75.17,150.34,0
192,2023-04-07,6:24:25,11,11,4.7,7.7,173.36,346.73,0
193,2023-04-07,6:26:25,14,15,4.7,7.3,139.33,278.67,0
194,2023-04-07,6:28:25,18,19,4.9,7.3,145.59,291.19,0
195,2023-04-07,6:30:25,20,21,5.1,7.7,96.32,192.64,0
196,2023-04-07,6:32:25,23,24,5.1,7.3,73.65,147.3,0
197,2023-04-07,6:34:25,26,27,5.1,7.5,0.68,1.36,0
198,2023-04-07,6:36:25,29,33,5.1,7.3,65.95,131.89,0
199,2023-04-07,6:38:25,33,38,4.9,7.3,69.23,138.46,0
200,2023-04-07,6:40:25,37,41,5.1,7.3,24.79,49.59,0
201,2023-04-07,6:42:25,41,46,5.3,7.6,113.85,227.69,0
202,2023-04-07,6:44:25,46,51,5.5,7.7,99.48,198.95,4.820376493
203,2023-04-07,6:46:25,50,57,5.5,7.9,113.57,227.15,12.21245751
204,2023-04-07,6:48:25,54,61,5.7,7.9,133.42,266.83,18.73078069
205,2023-04-07,6:50:25,57,66,5.8,7.9,36.16,72.33,23.83796254
206,2023-04-07,6:52:25,62,72,5.8,8.1,85.23,170.46,33.07806381
207,2023-04-07,6:54:25,64,74,5.8,8.1,70.54,141.08,36.77410432
208,2023-04-07,6:56:25,71,82,6.2,8.1,119.11,238.22,47.96273042
209,2023-04-07,6:58:25,75,87,6.6,8.2,168.96,337.92,53.60729576
210,2023-04-07,7:00:25,80,94,6.9,8.2,179.37,358.74,61.53676027
211,2023-04-07,7:02:25,85,101,6.9,8.3,19.6,39.19,70.77686154
212,2023-04-07,7:04:25,89,106,6.9,8.2,66.06,132.12,78.16894256
213,2023-04-07,7:06:25,95,113,6.9,8.4,27.66,55.32,89.2570641
214,2023-04-07,7:08:25,100,118,7.3,8.4,61.52,123.04,96.74964969
215,2023-04-07,7:10:25,104,123,7.3,8.4,70.19,140.37,104.1417307
216,2023-04-07,7:12:25,111,131,7.7,8.6,89.4,178.81,115.3303568
217,2023-04-07,7:14:25,115,136,8,8.6,53.53,107.05,121.4118011
218,2023-04-07,7:16:25,123,145,8.1,8.8,176.02,352.03,135.7590842
219,2023-04-07,7:18:25,127,150,8.2,8.8,137.29,274.59,142.7142863
220,2023-04-07,7:20:25,130,154,8.4,8.8,52.74,105.48,147.3845892
221,2023-04-07,7:22:25,137,162,8.6,8.8,105.54,211.09,159.4469731
222,2023-04-07,7:24:25,140,166,8.8,8.8,110.15,220.29,164.1172761
223,2023-04-07,7:26:25,146,172,8.8,8.8,156.77,313.53,175.2053976
224,2023-04-07,7:28:25,156,185,9.3,9.2,86.93,173.85,191.5012055
225,2023-04-07,7:30:25,156,183,9.5,9.3,157.38,314.75,190.6274477
226,2023-04-07,7:32:25,165,195,9.5,9.2,155.44,310.88,207.25963
227,2023-04-07,7:34:25,169,199,9.9,9.4,110.21,220.41,212.9041953
228,2023-04-07,7:36:25,175,206,9.9,9.3,145.17,290.34,223.9923169
229,2023-04-07,7:38:25,180,211,10.3,9.5,98.43,196.85,231.4849025
230,2023-04-07,7:40:25,185,217,10.3,9.5,158.86,317.72,240.7250037
231,2023-04-07,7:42:25,194,227,10.6,9.5,106.39,212.78,256.0465493
232,2023-04-07,7:44:25,198,230,10.8,9.5,62.66,125.32,262.5648724
233,2023-04-07,7:46:25,205,237,11.2,9.9,136.58,273.17,273.7534985
234,2023-04-07,7:48:25,216,250,11.4,9.9,124.59,249.18,293.2079635
235,2023-04-07,7:50:25,220,254,11.6,9.9,44.43,88.86,299.7262867
236,2023-04-07,7:52:25,226,259,11.7,9.9,177.36,354.71,310.3775293
237,2023-04-07,7:54:25,230,263,12.3,10.2,105.54,211.07,315.1483368
238,2023-04-07,7:56:25,238,271,12.3,10.3,110,220.01,329.9324988
239,2023-04-07,7:58:25,247,280,12.4,10.3,149.93,299.87,346.1278022
240,2023-04-07,8:00:25,249,282,12.3,10.3,99.55,199.09,350.2607216
241,2023-04-07,8:02:25,255,286,12.5,10.3,89.02,178.03,360.4750853
242,2023-04-07,8:04:25,262,293,12.5,10.6,4.34,8.69,373.4112271
243,2023-04-07,8:06:25,274,306,12.5,10.3,108.6,217.2,395.5874702
244,2023-04-07,8:08:25,276,307,12.8,10.3,147.09,294.17,397.9728739
245,2023-04-07,8:10:25,283,313,13.2,10.6,4.52,9.05,409.1615
246,2023-04-07,8:12:25,288,316,13.2,10.8,60.3,120.6,418.4016013
247,2023-04-07,8:14:25,291,318,13.6,10.8,119.29,238.57,422.1981464
248,2023-04-07,8:16:25,301,328,13.6,11,38,76.01,440.6783489
249,2023-04-07,8:18:25,305,331,13.9,10.8,109.12,218.25,446.7597932
250,2023-04-07,8:20:25,315,340,13.6,10.6,8.17,16.33,466.5506325
251,2023-04-07,8:22:25,325,349,13.9,10.9,35.94,71.87,483.7201983
252,2023-04-07,8:24:25,327,350,14.5,11,1.91,3.83,484.7949653
253,2023-04-07,8:26:25,335,357,14.7,11,74.83,149.67,498.7053695
254,2023-04-07,8:28:25,342,363,14.7,11.4,76.86,153.71,511.6415112
255,2023-04-07,8:30:25,347,367,14.7,11.4,73.66,147.33,520.8816125
256,2023-04-07,8:32:25,359,377,14.7,11.4,129.9,259.81,543.0578556
257,2023-04-07,8:34:25,366,384,14.7,11.4,165.68,331.36,555.9939974
258,2023-04-07,8:36:25,368,385,14.7,11.4,12.95,25.89,559.6900379
